1,JA4213,JAPANESE 3,C2,6,6,0,1
1,RM4001,RESEARCH METHODS,6,6,6,1
1,SO4033,SOCIOLOGY OF MEDIA,B2,6,6,0,1
1,SP4003,SPANISH CULTURE,B1,6,6,0,1
1,SP4133,SPANISH LANGUAGE,C1,6,6,0,1                                       
2,CU4026,INTRODUCTION TO FILM STUDIES,A1,6,12,0,1   
2,JA4246,JAPANESE 4,D1,6,12,0,1
2,RM4002,RESEARCH METHODS 2,P,6,12,12,1
2,SP4146,MODERN AND CONTEMPORARY SPAIN,B3,6,12,0,1
2,SP4622,LATIN AMERICAN LITERATURE,A2,6,12,0,1
